#DeCS_code	Term_Spanish	Term_English	MeSH_code	Synonyms
5323	relaciones paternofiliales	Father-Child Relations	D005219	Interacción Padre-Hijo|Interacción Padre-Niño|Relacionamiento Hijo-Padre|Relacionamiento Niño-Padre|Relacionamiento Padre-Hijo|Relacionamiento Padre-Niño|Relacionamiento Paterno-Filial|Relaciones Hijo-Padre|Relaciones Niño-Padre|Relaciones Padre-Niño|Relaciones Paterno-Filiales|Relación Hijo-Padre|Relación Niño-Padre|Relación Padre-Niño|Relación Paterno-Filial|relación padre-hijo|Relaciones Padre-Hijo
5324	padre	Fathers	D005220	-
5325	fatiga	Fatigue	D005221	agotamiento|lasitud
5326	fatiga mental	Mental Fatigue	D005222	-
5327	grasas	Fats	D005223	-
5328	grasas insaturadas	Fats, Unsaturated	D005224	aceites desaturados|aceites insaturados|aceites no saturados|grasas desaturadas|grasas no saturadas
5329	ácido graso desaturasas	Fatty Acid Desaturases	D044943	Enzimas de la Insaturación de Ácidos Grasos|Ácidos Grasos Desaturasas|enzimas para la desaturación de ácidos grasos
5330	ácido graso sintasas	Fatty Acid Synthases	D064429	-
5331	ácidos grasos	Fatty Acids	D005227	Ácidos Grasos Esterificados|Ácidos Grasos Saturados|ácidos grasos esterificados|ácidos grasos saturados
5333	ácidos grasos no esterificados	Fatty Acids, Nonesterified	D005230	Ácidos Grasos Libres|AGNE|ácidos grasos libres
5334	ácidos grasos insaturados	Fatty Acids, Unsaturated	D005231	Ácidos Grasos Poliinsaturados|Ácidos Grasos no Saturados|ácidos grasos desaturados|ácidos grasos polidesaturados|ácidos grasos poliinsaturados
5335	ácidos grasos volátiles	Fatty Acids, Volatile	D005232	Ácidos Grasos de Cadena Corta|ácidos grasos de cadena corta
5336	alcoholes grasos	Fatty Alcohols	D005233	-
5337	hígado graso	Fatty Liver	D005234	esteatosis hepática
5338	esteatosis hepática alcohólica	Fatty Liver, Alcoholic	D005235	hígado graso alcohólico
5339	favismo	Favism	D005236	-
5342	miedo	Fear	D005239	Temor
5344	plumas	Feathers	D005241	Penachos|Penas
5345	incontinencia fecal	Fecal Incontinence	D005242	Defecación Involuntaria|Ensuciamiento Fecal|Incontinencia Intestinal|Incontinencia Rectal|Incontinencias Fecales
5346	heces	Feces	D005243	excremento
5347	impactación fecal	Fecal Impaction	D005244	fecalito|fecaloma|retención fecal
5348	tabla de honorarios	Fee Schedules	D005245	Tabla de Aranceles
5349	retroalimentación	Feedback	D005246	feedback
5350	conducta alimentaria	Feeding Behavior	D005247	Conducta del Comer|Conducta en la Alimentación|Habitos Dietéticos|Hábitos Alimenticios Insalubres|Hábitos Alimenticios Malos|Hábitos Alimenticios Saludables|Hábitos Alimenticios poco Saludables|hábito dietético|hábitos alimentarios|hábitos alimenticios|hábitos dietéticos|patrones alimentarios|prácticas de alimentación
5351	métodos de alimentación	Feeding Methods	D005248	-
5352	honorarios y precios	Fees and Charges	D005249	Cargos|Cobros|pagos
5353	honorarios odontológicos	Fees, Dental	D005250	Tarifas Odontológicas
5354	honorarios médicos	Fees, Medical	D005251	Tarifas Médicas
5355	honorarios farmacéuticos	Fees, Pharmaceutical	D005252	Tarifas Farmacéuticas
5359	panleucopenia felina	Feline Panleukopenia	D005254	Fiebre Expuesta|agranulocitosis felina|ataxia felina|distemper felino|enteritis infecciosa felina|moquillo felino|panleucopenia del gato|peste del gato|peste felina|plaga del gato
5362	becas	Fellowships and Scholarships	D005257	bolsas de estudios
5363	síndrome de Felty	Felty Syndrome	D005258	-
5364	felipresina	Felypressin	D005259	Vasopresina de Fenilalanil-Lisil|fenilalanina-lisina-vasopresina|octapresina|vasopresina de fenilalanil-lisina|vasopresina de fenilalanina lisina
5365	enfermedades de los genitales femeninos y complicaciones del embarazo	Female Urogenital Diseases and Pregnancy Complications	D005261	Enfermedades de los Urogenitales Femeninos y Complicaciones del Embarazo|Enfermedades Urogenitales Femeninas y Complicaciones del Embarazo
5366	feminización	Feminization	D005262	-
5367	arteria femoral	Femoral Artery	D005263	-
5368	fracturas del fémur	Femoral Fractures	D005264	fractura femoral|fracturas femorales
5369	fracturas del cuello femoral	Femoral Neck Fractures	D005265	-
5370	neoplasias femorales	Femoral Neoplasms	D005266	neoplasias del fémur
5371	nervio femoral	Femoral Nerve	D005267	-
5372	vena femoral	Femoral Vein	D005268	-
5373	fémur	Femur	D005269	trocánter|trocánter mayor|trocánter menor
5374	cabeza femoral	Femur Head	D005270	cabeza del fémur
5376	necrosis de la cabeza femoral	Femur Head Necrosis	D005271	Necrosis de la Cabeza Femoral Aséptica|Necrosis de la Cabeza del Fémur Aséptica|Necrosis de la Cabeza del Fémur Avascular|necrosis aséptica de la cabeza del fémur|necrosis aséptica de la cabeza femoral|necrosis avascular de la cabeza del fémur|necrosis avascular de la cabeza femoral|necrosis de la cabeza del fémur
5377	cuello femoral	Femur Neck	D005272	cuello del fémur
5378	fenbendazol	Fenbendazole	D005273	-
5383	fenestración del laberinto	Fenestration, Labyrinth	D005276	-
5385	fenfluramina	Fenfluramine	D005277	-
5386	fenitrotión	Fenitrothion	D005278	fenitrothion|fenitrotiona
5389	fenoterol	Fenoterol	D005280	-
5393	fentión	Fenthion	D005284	fentiona|mercaptofos
5394	fermentación	Fermentation	D005285	-
5396	ferredoxina-NADP reductasa	Ferredoxin-NADP Reductase	D005287	Reductasa de Proteína de Hierro-Sulfuro|adrenodoxina reductasa|reductasa de proteínas de hierro-azufre
5397	ferredoxinas	Ferredoxins	D005288	-
5398	hurones	Ferrets	D005289	Mustela putorius|Mustela putorius furo|turones domésticos|turones europeos
5400	ferricromo	Ferrichrome	D005291	-
5401	ferricianuros	Ferricyanides	D005292	-
5402	ferritinas	Ferritins	D005293	-
5403	ferroquelatasa	Ferrochelatase	D005294	Heme Sintetasa|hemo sintetasa|porfirina-metal quelatasa
5404	ferrocianuros	Ferrocyanides	D005295	-
5407	ferrocina	Ferrozine	D005297	Ferrocina|Ferrozina
5408	fertilidad	Fertility	D005298	fecundidad
5409	fármacos para la fertilidad	Fertility Agents	D005299	Agentes Antiinfertilidad|Agentes Fertilizantes|Efecto Fertilidad|fármacos para la infertilidad|fármacos potenciadores de la fecundidad
5410	fármacos para la fertilidad femenina	Fertility Agents, Female	D005300	Agentes Antiinfertilidad Femenina|Agentes Fertilizantes Femeninos|Agentes Fertilizantes Femeninos Hormonales|Agentes Fertilizantes Femeninos Sintéticos|Fertilizantes Femeninos|compuestos hormonales para la fertilidad femenina|compuestos sintéticos para la fertilidad femenina|fármacos para la infertilidad femenina|sustancias para la fertilidad femenina|sustancias para la infertilidad femenina
5413	sustancias para la fertilidad masculina	Fertility Agents, Male	D005303	Agentes Fertilizantes Masculinos|Agentes Fertilizantes Masculinos Hormonales|Agentes Fertilizantes Masculinos Sintéticos|Fertilizantes Masculinos|Fertilizantes Masculinos Hormonales|Fertilizantes Masculinos Sintéticos|Fármacos Hormonales para la Fertilidad Masculina|Fármacos Sintéticos para la Fertilidad Masculina|Sustancias Hormonales para la Fertilidad Masculina|Sustancias Sintéticas para la Fertilidad Masculina|compuestos hormonales para la fertilidad masculina|fármacos hormonales para a fertilidade masculina|fármacos sintéticos para a fertilidade masculina|sustancias hormonales para a fertilidade masculina|sustancias sintéticas para a fertilidade masculina|Fármacos para la Fertilidad Masculina
5416	fecundación	Fertilization	D005306	Fecundación|Fecundación Poliespérmica|Fecundación Tardía|Fertilización Poliespérmica|Fertilización Tardía|concepción|fecundación poliespérmática|fecundación retrasada|Fertilización
5418	fertilizantes	Fertilizers	D005308	fertilizadores
5419	Ferula	Ferula	D005309	Ala Fétida|Ferula assa foetida|Ferula assafoetida|Asafoetida|Ferula foetida|Ferula harmonis|Ferula hermonis|asa fétida|asafétida|assafoetida|estiércol del diablo
5420	trastornos del espectro alcohólico fetal	Fetal Alcohol Spectrum Disorders	D063647	-
5421	hipoxia fetal	Fetal Hypoxia	D005311	anoxia fetal
5422	sangre fetal	Fetal Blood	D005312	sangre de cordón|sangre de cordón umbilical
5424	muerte fetal	Fetal Death	D005313	Defunción Fetal|Feto Muerto|Óbito Fetal|momificación fetal
5425	desarrollo embrionario y fetal	Embryonic and Fetal Development	D005314	Desarrollo Fetal y Embrionario|desarrollo del embrión y feto
5426	enfermedades fetales	Fetal Diseases	D005315	embriopatías
5427	riesgo de pérdida de bienestar fetal	Fetal Distress	D005316	Riesgo de Pérdida de Bienestar Fetal|RPBF|estado fetal no tranquilizador|estado fetal preocupante|riesgo de pérdida de vitalidad fetal|sufrimiento fetal
5428	retraso del crecimiento fetal	Fetal Growth Retardation	D005317	Restricción del Crecimiento Fetal|Restricción del Crecimiento Intrauterino|Retardo del Crecimiento Intrauterino|RCIU|retardo del crecimiento fetal|retardo del crecimiento fetal intrauterino|retraso del crecimiento intrauterino
5429	corazón fetal	Fetal Heart	D005318	-
5431	membranas extraembrionarias	Extraembryonic Membranes	D005321	Membranas Extraembriónicas|Membranas Fetales
5432	monitorización fetal	Fetal Monitoring	D005323	Monitorización Fetal|Monitoreo Fetal
5433	movimiento fetal	Fetal Movement	D005324	-
5434	madurez de los órganos fetales	Fetal Organ Maturity	D005325	madurez fetal funcional
5435	proteínas fetales	Fetal Proteins	D005326	-
5436	reabsorción fetal	Fetal Resorption	D005327	Reabsorción del Feto
5438	viabilidad fetal	Fetal Viability	D005328	-
5440	transfusión fetofetal	Fetofetal Transfusion	D005330	síndrome de transfusión fetofetal|síndrome de transfusión gemelar|síndrome de transfusión intergemelar|transfusión cruzada intrauterina|transfusión gemelar|transfusión intrauterina cruzada|Transfusión Feto-Fetal
5441	transfusión fetomaterna	Fetomaternal Transfusion	D005331	hemorragia fetomaterna
5442	fetoscopia	Fetoscopy	D005332	Amnioscopía|Embrioscopía|Procedimientos Amnioscópicos Quirúrgicos|Procedimientos Embrioscópicos Quirúrgicos|Procedimientos Fetoscópicos Quirúrgicos|amnioscopia|embrioscopia|procedimientos quirúrgicos amnioscópicos|procedimientos quirúrgicos embrioscópicos|procedimientos quirúrgicos fetoscópicos
5443	feto	Fetus	D005333	estructuras fetales|fetos
5444	fiebre	Fever	D005334	enfermedades febriles|hipertermia|pirexia
5445	fiebre de origen desconocido	Fever of Unknown Origin	D005335	Fiebre de Etiología Desconocida|FOD
5446	tecnología de fibra óptica	Fiber Optic Technology	D005336	-
5450	espuma de fibrina	Fibrin Foam	D005339	-
5453	fibrinólisis	Fibrinolysis	D005342	-
5463	fetichismo (psiquiátrico)	Fetishism (Psychiatric)	D005329	-
5478	fibrinolíticos	Fibrinolytic Agents	D005343	agentes antitrombóticos|agentes fibrinolíticos|agentes trombolíticos|antitrombóticos|trombolíticos
5481	factores de crecimiento de fibroblastos	Fibroblast Growth Factors	D005346	Factores de Crecimiento de Fibroblasto
5482	fibroblastos	Fibroblasts	D005347	-
5484	enfermedad fibroquística de la mama	Fibrocystic Breast Disease	D005348	Mastitis Quística Crónica|displasia de mama|displasia mamaria|mastopatía fibroquística
5485	fibroínas	Fibroins	D005349	Fibroína de Seda|Fibroína de la Seda|Fibroína de la Seda Dragalina|Fibroínas de Arañas|Fibroínas de Seda|Fibroínas de la Seda|fibroína
5486	fibroma	Fibroma	D005350	fibromatosis|fibromixoma|mixofibroma
5487	fibromatosis gingival	Fibromatosis, Gingival	D005351	fibromatosis de la encía
5488	displasia fibromuscular	Fibromuscular Dysplasia	D005352	Displasia Fibromuscular de Arterias|Displasias Fibromusculares Arteriales|Displasias Fibromusculares de Arterias|Displasias Fibromusculares de las Arterias|displasia fibromuscular de las artérias|displasias fibromusculares|displasias fibromusculares de artérias
5490	fibrosarcoma	Fibrosarcoma	D005354	-
5492	displasia fibrosa monostótica	Fibrous Dysplasia, Monostotic	D005358	-
5493	displasia fibrosa ósea	Fibrous Dysplasia of Bone	D005357	Displasia Fibrocartilaginosa del Hueso|Displasia Fibrocartilaginosa Ósea|Displasia Fibroquística del Hueso|Displasia Fibroquística Ósea|Displasia Ósea Fibrocartilaginosa|Displasias Fibrocartilaginosas Óseas|Displasias Fibroquísticas Óseas|Displasias Fibrosas Óseas|Displasias Óseas Fibrocartilaginosas|Enfermedad de Jaffe Lichtenstein|Enfermedad de Jaffe-Lichtenstein|displasia fibrosa del hueso|displasia ósea fibrocartilaginosa|displasias óseas fibrocartilaginosas|osteítis fibrosa diseminada
5494	displasia fibrosa poliostótica	Fibrous Dysplasia, Polyostotic	D005359	síndrome de Albright|síndrome de McCune-Albright
5495	peroné	Fibula	D005360	Fíbula
5497	ficoll	Ficoll	D005362	-
5498	ficusina	Ficusin	D005363	psoraleno
5499	dependencia-independencia de campo	Field Dependence-Independence	D005364	Área de Dependencia-Independencia
5500	prueba de FIGLU	FIGLU Test	D005365	Test de FIGLU|Test del Ácido Formiminoglutámico|análisis del ácido formiminoglutámico
5502	postefecto figurativo	Figural Aftereffect	D005366	efecto figurativo tardio|efecto tardio figurativo
5503	Fiji	Fiji	D005367	Fidji
5504	filariasis	Filariasis	D005368	elaeoforiasis|filariosis|infecciones por Filaria|infecciones por Filarioidea|infecciones por filarias
5505	filaricidas	Filaricides	D005369	-
5506	Filarioidea	Filarioidea	D005370	Litomosoides
5507	archivo	Filing	D005371	-
5509	dosimetría fotográfica	Film Dosimetry	D005373	Dosimetría por Placa Fílmica|dosimetría fotográfica personal|Dosimetría por Película
5510	filtración	Filtration	D005374	-
5511	auditoría financiera	Financial Audit	D005375	-
5512	gestión financiera	Financial Management	D005376	Administración Financiera
5513	gestión financiera de hospitales	Financial Management, Hospital	D005377	Manejo Financiero de Hospitales|administración financiera de hospitales|gestión económica de hospitales|gestión económica hospitalaria|gestión financiera hospitalaria
5515	financiación de la construcción de edificios	Financing, Construction	D005379	Emisión de Bonos para la Construcción|Financiamiento de la Construcción de Edificios|emisión de bono para construcción|préstamos para edificación
5516	financiación gubernamental	Financing, Government	D005380	Acta de Hill-Burton|Ayuda Federal|Financiación Público|Financiamiento Gubernamental|Financiamiento Público|Financiamiento Público de la Salud|Subsidio|Subsidios|Subvenciones|Subvenciones y Subsidios Gubernamentales|Subvención|Subvención Gubernamental|ayuda gubernamental|ayudas federales|ayudas gubernamentales|ayudas y subsidios gubernamentales|financiación pública|programa de Hill-Burton (en EEUU)|recursos públicos para la salud|subsidio gubernamental|subsidios gubernamentales
5517	organización de la financiación	Financing, Organized	D005381	Organización del Financiamiento
5518	financiación personal	Financing, Personal	D005382	Gastos Personales|financiamiento personal
5519	traumatismos de los dedos	Finger Injuries	D005383	lesiones de los dedos
5520	articulaciones de los dedos	Finger Joint	D005384	Articulaciones Interfalángicas de las Manos|Articulaciones de los Dedos de las Manos|Articulación Interfalángica|Articulación del Dedo|articulaciones interfalángicas|articulaciones interfalángicas de la mano|articulación interfalángica de la mano
5521	dedos	Fingers	D005385	-
5522	succión de dedos	Fingersucking	D005386	Succión del Pulgar|chuparse el pulgar|Succión del Dedo
5523	Finlandia	Finland	D005387	Islas Aland
5524	sistemas de extinción de incendios	Fire Extinguishing Systems	D005388	Control de Incendios
5525	fuego	Fires	D005390	incendio|incendios
5526	piromanía	Firesetting Behavior	D005391	Incendiario|conducta incendiaria
5527	primeros auxilios	First Aid	D005392	-
5528	enfermedades de los peces	Fish Diseases	D005393	-
5529	harina de pescado	Fish Flour	D005394	-
5531	productos pesqueros	Fish Products	D005396	derivados del pescado
5532	venenos de los peces	Fish Venoms	D005397	Veneno Natural de los Peces|Venenos Naturales de los Peces|Venenos de Pez|veneno de pez|veneno piscícola|venenos de peces|venenos de pescado|venenos piscícolas
5534	explotaciones pesqueras	Fisheries	D005398	Pesquera|Pesqueras|criadero de peces|criaderos de peces|crianza de peces|cultivo de peces|explotación pesquera|pesca|pesquería|pesquerías|piscicultura|piscifactoría|piscifactorías
5535	peces	Fishes	D005399	-
5537	fisura anal	Fissure in Ano	D005401	Úlcera Anal|fisura del ano|úlcera anal
5538	fístula	Fistula	D005402	-
5539	fijación ocular	Fixation, Ocular	D005403	enfoque ocular|mirada
5540	fijadores	Fixatives	D005404	-
5542	disulfuro de bis(4-metil-1-homopiperaciniltiocarbonilo)	Bis(4-Methyl-1-Homopiperazinylthiocarbonyl)disulfide	D005406	Bis(4-Metil-1-Homopiperaziniltiocarbonil)disulfuro|Disulfuro de Bis(4-Metil-1-Homopiperaciniltiocarbonilo)|FLA 63|Disulfuro de Bis(4-Metil-1-Homopiperaziniltiocarbonilo)
